variable,variable_name,variable_url,spectra_type,subset,geo,model,model_path,model_summary,description,pca.model.mir,pca.model.visnir,pca.model_path,accuracy_plot_png,R_square,RSME,N,pca_plot_rds,model_wasabi_url,model_wasabi_size_MB,pca.model_wasabi_url
sand.tot_usda.3a1_wpct,Total sand (USDA system) content in wpct,https://soilspectroscopy.github.io/ossl-manual/database.html#sand.tot_usda.3a1_wpct,visnir.mir,ossl,ll,visnir.mir_mlr..eml_ossl_ll_v1.rds,/soilspectroscopy/ossl_models/sand.tot_usda.3a1_wpct/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/sand.tot_usda.3a1_wpct/visnir.mir_mlr..eml_ossl_ll_v1_resultsFit.txt,Ensemble ML model to predict Total sand (USDA system) content in wpct using ossl data,mpca_mir_ossl_v1.rds,mpca_visnir_ossl_v1.rds,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/sand.tot_usda.3a1_wpct/ap.visnir.mir_mlr..eml_ossl_ll_v1.rds.png,0.834,11.5,17415,/ossl_models/pca.ossl/mpca_mir_visnir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/sand.tot_usda.3a1_wpct/visnir.mir_mlr..eml_ossl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_ossl_v1.rds
log..ecec_usda.4b4_cmolkg,Effective Effective Cation Exchange Capacity in cmol/kg,https://soilspectroscopy.github.io/ossl-manual/database.html#ecec_usda.4b4_cmolkg,mir,kssl,na,mir_mlr..eml_kssl_na_v1.rds,/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/mir_mlr..eml_kssl_na_v1_resultsFit.txt,Ensemble ML model to predict Effective Effective Cation Exchange Capacity in cmol/kg using kssl data,mpca_mir_kssl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/ap.mir_mlr..eml_kssl_na_v1.rds.png,0.861,0.273,5981,/ossl_models/pca.ossl/mpca_mir_kssl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/mir_mlr..eml_kssl_na_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_kssl_v1.rds
log..ecec_usda.4b4_cmolkg,Effective Effective Cation Exchange Capacity in cmol/kg,https://soilspectroscopy.github.io/ossl-manual/database.html#ecec_usda.4b4_cmolkg,mir,kssl,ll,mir_mlr..eml_kssl_ll_v1.rds,/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/mir_mlr..eml_kssl_ll_v1_resultsFit.txt,Ensemble ML model to predict Effective Effective Cation Exchange Capacity in cmol/kg using kssl data,mpca_mir_kssl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/ap.mir_mlr..eml_kssl_ll_v1.rds.png,0.795,0.378,3085,/ossl_models/pca.ossl/mpca_mir_kssl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/mir_mlr..eml_kssl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_kssl_v1.rds
log..ecec_usda.4b4_cmolkg,Effective Effective Cation Exchange Capacity in cmol/kg,https://soilspectroscopy.github.io/ossl-manual/database.html#ecec_usda.4b4_cmolkg,visnir,ossl,na,visnir_mlr..eml_ossl_na_v1.rds,/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/visnir_mlr..eml_ossl_na_v1_resultsFit.txt,Ensemble ML model to predict Effective Effective Cation Exchange Capacity in cmol/kg using ossl data,,mpca_visnir_ossl_v1.rds,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/ap.visnir_mlr..eml_ossl_na_v1.rds.png,0.573,0.482,6125,/ossl_models/pca.ossl/mpca_visnir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/visnir_mlr..eml_ossl_na_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/
log..ecec_usda.4b4_cmolkg,Effective Effective Cation Exchange Capacity in cmol/kg,https://soilspectroscopy.github.io/ossl-manual/database.html#ecec_usda.4b4_cmolkg,mir,ossl,ll,mir_mlr..eml_ossl_ll_v1.rds,/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/mir_mlr..eml_ossl_ll_v1_resultsFit.txt,Ensemble ML model to predict Effective Effective Cation Exchange Capacity in cmol/kg using ossl data,mpca_mir_ossl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/ap.mir_mlr..eml_ossl_ll_v1.rds.png,0.824,0.43,6090,/ossl_models/pca.ossl/mpca_mir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/mir_mlr..eml_ossl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_ossl_v1.rds
log..ecec_usda.4b4_cmolkg,Effective Effective Cation Exchange Capacity in cmol/kg,https://soilspectroscopy.github.io/ossl-manual/database.html#ecec_usda.4b4_cmolkg,visnir.mir,ossl,ll,visnir.mir_mlr..eml_ossl_ll_v1.rds,/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/visnir.mir_mlr..eml_ossl_ll_v1_resultsFit.txt,Ensemble ML model to predict Effective Effective Cation Exchange Capacity in cmol/kg using ossl data,mpca_mir_ossl_v1.rds,mpca_visnir_ossl_v1.rds,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/ap.visnir.mir_mlr..eml_ossl_ll_v1.rds.png,0.837,0.413,6088,/ossl_models/pca.ossl/mpca_mir_visnir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..ecec_usda.4b4_cmolkg/visnir.mir_mlr..eml_ossl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_ossl_v1.rds
ph.h2o_usda.4c1_index,Soil pH in 1:1 soil-water suspension,https://soilspectroscopy.github.io/ossl-manual/database.html#ph.h2o_usda.4c1_index,mir,kssl,na,mir_mlr..eml_kssl_na_v1.rds,/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/mir_mlr..eml_kssl_na_v1_resultsFit.txt,Ensemble ML model to predict Soil pH in 1:1 soil-water suspension using kssl data,mpca_mir_kssl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/ap.mir_mlr..eml_kssl_na_v1.rds.png,0.821,0.457,38013,/ossl_models/pca.ossl/mpca_mir_kssl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/mir_mlr..eml_kssl_na_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_kssl_v1.rds
ph.h2o_usda.4c1_index,Soil pH in 1:1 soil-water suspension,https://soilspectroscopy.github.io/ossl-manual/database.html#ph.h2o_usda.4c1_index,mir,kssl,ll,mir_mlr..eml_kssl_ll_v1.rds,/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/mir_mlr..eml_kssl_ll_v1_resultsFit.txt,Ensemble ML model to predict Soil pH in 1:1 soil-water suspension using kssl data,mpca_mir_kssl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/ap.mir_mlr..eml_kssl_ll_v1.rds.png,0.821,0.563,14838,/ossl_models/pca.ossl/mpca_mir_kssl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/mir_mlr..eml_kssl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_kssl_v1.rds
ph.h2o_usda.4c1_index,Soil pH in 1:1 soil-water suspension,https://soilspectroscopy.github.io/ossl-manual/database.html#ph.h2o_usda.4c1_index,visnir,ossl,na,visnir_mlr..eml_ossl_na_v1.rds,/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/visnir_mlr..eml_ossl_na_v1_resultsFit.txt,Ensemble ML model to predict Soil pH in 1:1 soil-water suspension using ossl data,,mpca_visnir_ossl_v1.rds,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/ap.visnir_mlr..eml_ossl_na_v1.rds.png,0.643,0.648,38672,/ossl_models/pca.ossl/mpca_visnir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/visnir_mlr..eml_ossl_na_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/
ph.h2o_usda.4c1_index,Soil pH in 1:1 soil-water suspension,https://soilspectroscopy.github.io/ossl-manual/database.html#ph.h2o_usda.4c1_index,mir,ossl,ll,mir_mlr..eml_ossl_ll_v1.rds,/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/mir_mlr..eml_ossl_ll_v1_resultsFit.txt,Ensemble ML model to predict Soil pH in 1:1 soil-water suspension using ossl data,mpca_mir_ossl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/ap.mir_mlr..eml_ossl_ll_v1.rds.png,0.817,0.583,18039,/ossl_models/pca.ossl/mpca_mir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/mir_mlr..eml_ossl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_ossl_v1.rds
ph.h2o_usda.4c1_index,Soil pH in 1:1 soil-water suspension,https://soilspectroscopy.github.io/ossl-manual/database.html#ph.h2o_usda.4c1_index,visnir.mir,ossl,ll,visnir.mir_mlr..eml_ossl_ll_v1.rds,/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/visnir.mir_mlr..eml_ossl_ll_v1_resultsFit.txt,Ensemble ML model to predict Soil pH in 1:1 soil-water suspension using ossl data,mpca_mir_ossl_v1.rds,mpca_visnir_ossl_v1.rds,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/ap.visnir.mir_mlr..eml_ossl_ll_v1.rds.png,0.826,0.57,17950,/ossl_models/pca.ossl/mpca_mir_visnir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.4c1_index/visnir.mir_mlr..eml_ossl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_ossl_v1.rds
ph.cacl2_usda.4c1_index,Soil pH in CaCl suspension,https://soilspectroscopy.github.io/ossl-manual/database.html#ph.cacl2_usda.4c1_index,mir,kssl,na,mir_mlr..eml_kssl_na_v1.rds,/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/mir_mlr..eml_kssl_na_v1_resultsFit.txt,Ensemble ML model to predict Soil pH in CaCl suspension using kssl data,mpca_mir_kssl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/ap.mir_mlr..eml_kssl_na_v1.rds.png,0.824,0.503,38013,/ossl_models/pca.ossl/mpca_mir_kssl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/mir_mlr..eml_kssl_na_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_kssl_v1.rds
ph.cacl2_usda.4c1_index,Soil pH in CaCl suspension,https://soilspectroscopy.github.io/ossl-manual/database.html#ph.cacl2_usda.4c1_index,mir,kssl,ll,mir_mlr..eml_kssl_ll_v1.rds,/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/mir_mlr..eml_kssl_ll_v1_resultsFit.txt,Ensemble ML model to predict Soil pH in CaCl suspension using kssl data,mpca_mir_kssl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/ap.mir_mlr..eml_kssl_ll_v1.rds.png,0.85,0.558,14838,/ossl_models/pca.ossl/mpca_mir_kssl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/mir_mlr..eml_kssl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_kssl_v1.rds
ph.cacl2_usda.4c1_index,Soil pH in CaCl suspension,https://soilspectroscopy.github.io/ossl-manual/database.html#ph.cacl2_usda.4c1_index,visnir,ossl,na,visnir_mlr..eml_ossl_na_v1.rds,/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/visnir_mlr..eml_ossl_na_v1_resultsFit.txt,Ensemble ML model to predict Soil pH in CaCl suspension using ossl data,,mpca_visnir_ossl_v1.rds,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/ap.visnir_mlr..eml_ossl_na_v1.rds.png,0.627,0.733,38672,/ossl_models/pca.ossl/mpca_visnir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/visnir_mlr..eml_ossl_na_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/
ph.cacl2_usda.4c1_index,Soil pH in CaCl suspension,https://soilspectroscopy.github.io/ossl-manual/database.html#ph.cacl2_usda.4c1_index,mir,ossl,ll,mir_mlr..eml_ossl_ll_v1.rds,/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/mir_mlr..eml_ossl_ll_v1_resultsFit.txt,Ensemble ML model to predict Soil pH in CaCl suspension using ossl data,mpca_mir_ossl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/ap.mir_mlr..eml_ossl_ll_v1.rds.png,0.848,0.561,14838,/ossl_models/pca.ossl/mpca_mir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/mir_mlr..eml_ossl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_ossl_v1.rds
ph.cacl2_usda.4c1_index,Soil pH in CaCl suspension,https://soilspectroscopy.github.io/ossl-manual/database.html#ph.cacl2_usda.4c1_index,visnir.mir,ossl,ll,visnir.mir_mlr..eml_ossl_ll_v1.rds,/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/visnir.mir_mlr..eml_ossl_ll_v1_resultsFit.txt,Ensemble ML model to predict Soil pH in CaCl suspension using ossl data,mpca_mir_ossl_v1.rds,mpca_visnir_ossl_v1.rds,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/ap.visnir.mir_mlr..eml_ossl_ll_v1.rds.png,0.857,0.545,14749,/ossl_models/pca.ossl/mpca_mir_visnir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.4c1_index/visnir.mir_mlr..eml_ossl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_ossl_v1.rds
log..al.kcl_usda.4b3_cmolkg,"Aluminum, KCl extractable in cmol/kg",https://soilspectroscopy.github.io/ossl-manual/database.html#al.kcl_usda.4b3_cmolkg,mir,kssl,na,mir_mlr..eml_kssl_na_v1.rds,/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/mir_mlr..eml_kssl_na_v1_resultsFit.txt,"Ensemble ML model to predict Aluminum, KCl extractable in cmol/kg using kssl data",mpca_mir_kssl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/ap.mir_mlr..eml_kssl_na_v1.rds.png,0.826,0.279,7818,/ossl_models/pca.ossl/mpca_mir_kssl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/mir_mlr..eml_kssl_na_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_kssl_v1.rds
log..al.kcl_usda.4b3_cmolkg,"Aluminum, KCl extractable in cmol/kg",https://soilspectroscopy.github.io/ossl-manual/database.html#al.kcl_usda.4b3_cmolkg,mir,kssl,ll,mir_mlr..eml_kssl_ll_v1.rds,/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/mir_mlr..eml_kssl_ll_v1_resultsFit.txt,"Ensemble ML model to predict Aluminum, KCl extractable in cmol/kg using kssl data",mpca_mir_kssl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/ap.mir_mlr..eml_kssl_ll_v1.rds.png,0.817,0.314,4259,/ossl_models/pca.ossl/mpca_mir_kssl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/mir_mlr..eml_kssl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_kssl_v1.rds
log..al.kcl_usda.4b3_cmolkg,"Aluminum, KCl extractable in cmol/kg",https://soilspectroscopy.github.io/ossl-manual/database.html#al.kcl_usda.4b3_cmolkg,visnir,ossl,na,visnir_mlr..eml_ossl_na_v1.rds,/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/visnir_mlr..eml_ossl_na_v1_resultsFit.txt,"Ensemble ML model to predict Aluminum, KCl extractable in cmol/kg using ossl data",,mpca_visnir_ossl_v1.rds,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/ap.visnir_mlr..eml_ossl_na_v1.rds.png,0.426,0.505,8028,/ossl_models/pca.ossl/mpca_visnir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/visnir_mlr..eml_ossl_na_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/
log..al.kcl_usda.4b3_cmolkg,"Aluminum, KCl extractable in cmol/kg",https://soilspectroscopy.github.io/ossl-manual/database.html#al.kcl_usda.4b3_cmolkg,mir,ossl,ll,mir_mlr..eml_ossl_ll_v1.rds,/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/mir_mlr..eml_ossl_ll_v1_resultsFit.txt,"Ensemble ML model to predict Aluminum, KCl extractable in cmol/kg using ossl data",mpca_mir_ossl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/ap.mir_mlr..eml_ossl_ll_v1.rds.png,0.801,0.328,5564,/ossl_models/pca.ossl/mpca_mir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/mir_mlr..eml_ossl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_ossl_v1.rds
log..al.kcl_usda.4b3_cmolkg,"Aluminum, KCl extractable in cmol/kg",https://soilspectroscopy.github.io/ossl-manual/database.html#al.kcl_usda.4b3_cmolkg,visnir.mir,ossl,ll,visnir.mir_mlr..eml_ossl_ll_v1.rds,/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/visnir.mir_mlr..eml_ossl_ll_v1_resultsFit.txt,"Ensemble ML model to predict Aluminum, KCl extractable in cmol/kg using ossl data",mpca_mir_ossl_v1.rds,mpca_visnir_ossl_v1.rds,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/ap.visnir.mir_mlr..eml_ossl_ll_v1.rds.png,0.813,0.318,5557,/ossl_models/pca.ossl/mpca_mir_visnir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.kcl_usda.4b3_cmolkg/visnir.mir_mlr..eml_ossl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_ossl_v1.rds
log..k.ext_usda.4b1_cmolkg,"Potassium, NH4OAc Extractable in cmol/kg",https://soilspectroscopy.github.io/ossl-manual/database.html#k.ext_usda.4b1_cmolkg,mir,kssl,na,mir_mlr..eml_kssl_na_v1.rds,/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/mir_mlr..eml_kssl_na_v1_resultsFit.txt,"Ensemble ML model to predict Potassium, NH4OAc Extractable in cmol/kg using kssl data",mpca_mir_kssl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/ap.mir_mlr..eml_kssl_na_v1.rds.png,0.624,0.296,42451,/ossl_models/pca.ossl/mpca_mir_kssl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/mir_mlr..eml_kssl_na_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_kssl_v1.rds
log..k.ext_usda.4b1_cmolkg,"Potassium, NH4OAc Extractable in cmol/kg",https://soilspectroscopy.github.io/ossl-manual/database.html#k.ext_usda.4b1_cmolkg,mir,kssl,ll,mir_mlr..eml_kssl_ll_v1.rds,/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/mir_mlr..eml_kssl_ll_v1_resultsFit.txt,"Ensemble ML model to predict Potassium, NH4OAc Extractable in cmol/kg using kssl data",mpca_mir_kssl_v1.rds,,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/ap.mir_mlr..eml_kssl_ll_v1.rds.png,0.587,0.208,14869,/ossl_models/pca.ossl/mpca_mir_kssl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/mir_mlr..eml_kssl_ll_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/mpca_mir_kssl_v1.rds
log..k.ext_usda.4b1_cmolkg,"Potassium, NH4OAc Extractable in cmol/kg",https://soilspectroscopy.github.io/ossl-manual/database.html#k.ext_usda.4b1_cmolkg,visnir,ossl,na,visnir_mlr..eml_ossl_na_v1.rds,/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/visnir_mlr..eml_ossl_na_v1_resultsFit.txt,"Ensemble ML model to predict Potassium, NH4OAc Extractable in cmol/kg using ossl data",,mpca_visnir_ossl_v1.rds,/soilspectroscopy/ossl_models/pca.ossl/,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/ap.visnir_mlr..eml_ossl_na_v1.rds.png,0.721,0.255,43102,/ossl_models/pca.ossl/mpca_visnir_ossl_plot.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..k.ext_usda.4b1_cmolkg/visnir_mlr..eml_ossl_na_v1.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/
